timestamp,value
1627747207000,84484096
1627747237000,84533248
1627747267000,84594688
1627747297000,84643840
1627747327000,84701184
1627747357000,84758528
1627747387000,84807680
1627747417000,84865024
1627747447000,84926464
1627747477000,84987904
1627747507000,85045248
1627747537000,85110784
1627747567000,85155840
1627747597000,85200896
1627747627000,85250048
1627747657000,85311488
1627747687000,85368832
1627747717000,85430272
1627747747000,85499904
1627747777000,85557248
1627747807000,85618688
1627747837000,85671936
1627747867000,85733376
1627747897000,85782528
1627747927000,85848064
1627747957000,85897216
1627747987000,85950464
1627748017000,86016000
1627748047000,86073344
1627748077000,86138880
1627748107000,86196224
1627748137000,86253568
1627748167000,86319104
1627748197000,86360064
1627748227000,86405120
1627748257000,86458368
1627748287000,86499328
1627748317000,86560768
1627748347000,86614016
1627748377000,86683648
1627748407000,86745088
1627748437000,86802432
1627748467000,86859776
1627748497000,86917120
1627748527000,86970368
1627748557000,87015424
1627748587000,87064576
1627748617000,87113728
1627748647000,87171072
1627748677000,87232512
1627748707000,87289856
1627748737000,87351296
1627748767000,87408640
1627748797000,87474176
1627748827000,87519232
1627748857000,87572480
1627748887000,87613440
1627748917000,87670784
1627748947000,87732224
1627748977000,87777280
1627749007000,87838720
1627749037000,87896064
1627749067000,87957504
1627749097000,88010752
1627749127000,88068096
1627749157000,88129536
1627749187000,88182784
1627749217000,88248320
1627749247000,88309760
1627749277000,88350720
1627749307000,88403968
1627749337000,88461312
1627749367000,88506368
1627749397000,88567808
1627749427000,88608768
1627749457000,88645632
1627749487000,88698880
1627749517000,88756224
1627749547000,88817664
1627749577000,88875008
1627749607000,88932352
1627749637000,88989696
1627749667000,89051136
1627749697000,89112576
1627749727000,89157632
1627749757000,89198592
1627749787000,89243648
1627749817000,89288704
1627749847000,89346048
1627749877000,89407488
1627749907000,89464832
1627749937000,89501696
1627749967000,89554944
1627749997000,89612288
1627750027000,89669632
1627750057000,89731072
1627750087000,89772032
1627750117000,89812992
1627750147000,89866240
1627750177000,89903104
1627750207000,89964544
1627750237000,90025984
1627750267000,90087424
1627750297000,90144768
1627750327000,90202112
1627750357000,90247168
1627750387000,90308608
1627750417000,90341376
1627750447000,90374144
1627750477000,90411008
1627750507000,90468352
1627750537000,90509312
1627750567000,90570752
1627750597000,90628096
1627750627000,90689536
1627750657000,90746880
1627750687000,90808320
1627750717000,90861568
1627750747000,90914816
1627750777000,90968064
1627750807000,91021312
1627750837000,91086848
1627750867000,91148288
1627750897000,91205632
1627750927000,91271168
1627750957000,91308032
1627750987000,91373568
1627751017000,91410432
1627751047000,91471872
1627751077000,91516928
1627751107000,91574272
1627751137000,91631616
1627751167000,91684864
1627751197000,91750400
1627751227000,91811840
1627751257000,91873280
1627751287000,91934720
1627751317000,91996160
1627751347000,92049408
1627751377000,92098560
1627751407000,92151808
1627751437000,92192768
1627751467000,92254208
1627751497000,92315648
1627751527000,92352512
1627751557000,92422144
1627751587000,92479488
1627751617000,92540928
1627751647000,92598272
1627751677000,92635136
1627751707000,92688384
1627751737000,92753920
1627751767000,92811264
1627751797000,92868608
1627751827000,92930048
1627751857000,92991488
1627751887000,93057024
1627751917000,93118464
1627751947000,93179904
1627751977000,93220864
1627752007000,93270016
1627752037000,93310976
1627752067000,93376512
1627752097000,93433856
1627752127000,93499392
1627752157000,93552640
1627752187000,93601792
1627752217000,93671424
1627752247000,93712384
1627752277000,93769728
1627752307000,93818880
1627752337000,93880320
1627752367000,93925376
1627752397000,93978624
1627752427000,94019584
1627752457000,94081024
1627752487000,94130176
1627752517000,94195712
1627752547000,94257152
1627752577000,94314496
1627752607000,94367744
1627752637000,94425088
1627752667000,94490624
1627752697000,94539776
1627752727000,94593024
1627752757000,94654464
1627752787000,94720000
1627752817000,94777344
1627752847000,94838784
1627752877000,94900224
1627752907000,94949376
1627752937000,95006720
1627752967000,95064064
1627752997000,95121408
1627753027000,95186944
1627753057000,95244288
1627753087000,95305728
1627753117000,95363072
