timestamp,value
1627747225000,29195703846
1627747255000,29198414528
1627747285000,29203569855
1627747315000,29205920487
1627747345000,29205920487
1627747375000,29205920487
1627747405000,29205920487
1627747435000,29208525257
1627747465000,29208525257
1627747495000,29208525257
1627747525000,29211903180
1627747555000,29211903180
1627747585000,29211903180
1627747615000,29211903180
1627747645000,29211903180
1627747675000,29211903180
1627747705000,29211903180
1627747735000,29211903180
1627747765000,29214969708
1627747795000,29214969708
1627747825000,29214969708
1627747855000,29214969708
1627747885000,29214969708
1627747915000,29214969708
1627747945000,29214969708
1627747975000,29214969708
1627748005000,29216775064
1627748035000,29220064741
1627748065000,29220064741
1627748095000,29220064741
1627748125000,29220064741
1627748155000,29220064741
1627748185000,29220064741
1627748215000,29220064741
1627748245000,29220064741
1627748275000,29220064741
1627748305000,29220064741
1627748335000,29220064741
1627748365000,29220064741
1627748395000,29225838290
1627748425000,29227708804
1627748455000,29227708804
1627748485000,29227708804
1627748515000,29227708804
1627748545000,29227708804
1627748575000,29227708804
1627748605000,29227708804
1627748635000,29230190092
1627748665000,29230784222
1627748695000,29230784222
1627748725000,29230784222
1627748755000,29230784222
1627748785000,29230784222
1627748815000,29233636731
1627748845000,29233636731
1627748875000,29233636731
1627748905000,29233636731
1627748935000,29233636731
1627748965000,29233636731
1627748995000,29233636731
1627749025000,29233636731
1627749055000,29233636731
1627749085000,29233636731
1627749115000,29233636731
1627749145000,29233636731
1627749175000,29233636731
1627749205000,29233636731
1627749235000,29233636731
1627749265000,29233636731
1627749295000,29233636731
1627749325000,29233636731
1627749355000,29233636731
1627749385000,29233636731
1627749415000,29233636731
1627749445000,29233636731
1627749475000,29239028063
1627749505000,29239920466
1627749535000,29239920466
1627749565000,29239920466
1627749595000,29239920466
1627749625000,29239920466
1627749655000,29239920466
1627749685000,29239920466
1627749715000,29239920466
1627749745000,29239920466
1627749775000,29242529890
1627749805000,29242529890
1627749835000,29242529890
1627749865000,29242529890
1627749895000,29242529890
1627749925000,29242529890
1627749955000,29242529890
1627749985000,29242529890
1627750015000,29242529890
1627750045000,29242529890
1627750075000,29242529890
1627750105000,29242529890
1627750135000,29242529890
1627750165000,29242529890
1627750195000,29242529890
1627750225000,29242529890
1627750255000,29242529890
1627750285000,29242529890
1627750315000,29242529890
1627750345000,29242529890
1627750375000,29242529890
1627750405000,29242529890
1627750435000,29242529890
1627750465000,29242529890
1627750495000,29242529890
1627750525000,29242529890
1627750555000,29242529890
1627750585000,29242529890
1627750615000,29242529890
1627750645000,29242529890
1627750675000,29242529890
1627750705000,29242529890
1627750735000,29242529890
1627750765000,29242529890
1627750795000,29242529890
1627750825000,29242529890
1627750855000,29242529890
1627750885000,29243439950
1627750915000,29243439950
